city,city_ascii,state_id,state_name,county_fips,county_name
New York,New York,NY,New York,36061,New York
Los Angeles,Los Angeles,CA,California,6037,Los Angeles
Chicago,Chicago,IL,Illinois,17031,Cook
Miami,Miami,FL,Florida,12086,Miami-Dade
Dallas,Dallas,TX,Texas,48113,Dallas
Philadelphia,Philadelphia,PA,Pennsylvania,42101,Philadelphia
Houston,Houston,TX,Texas,48201,Harris
Atlanta,Atlanta,GA,Georgia,13121,Fulton
Washington,Washington,DC,District of Columbia,11001,District of Columbia
Boston,Boston,MA,Massachusetts,25025,Suffolk
Phoenix,Phoenix,AZ,Arizona,4013,Maricopa
Seattle,Seattle,WA,Washington,53033,King
San Francisco,San Francisco,CA,California,6075,San Francisco
Detroit,Detroit,MI,Michigan,26163,Wayne
San Diego,San Diego,CA,California,6073,San Diego
Minneapolis,Minneapolis,MN,Minnesota,27053,Hennepin
Tampa,Tampa,FL,Florida,12057,Hillsborough
Denver,Denver,CO,Colorado,8031,Denver
Brooklyn,Brooklyn,NY,New York,36047,Kings
Queens,Queens,NY,New York,36081,Queens
Riverside,Riverside,CA,California,6065,Riverside
Baltimore,Baltimore,MD,Maryland,24510,Baltimore
Las Vegas,Las Vegas,NV,Nevada,32003,Clark
Portland,Portland,OR,Oregon,41051,Multnomah
San Antonio,San Antonio,TX,Texas,48029,Bexar
St. Louis,St. Louis,MO,Missouri,29510,St. Louis
Sacramento,Sacramento,CA,California,6067,Sacramento
Orlando,Orlando,FL,Florida,12095,Orange
San Jose,San Jose,CA,California,6085,Santa Clara
Cleveland,Cleveland,OH,Ohio,39035,Cuyahoga
Pittsburgh,Pittsburgh,PA,Pennsylvania,42003,Allegheny
Austin,Austin,TX,Texas,48453,Travis
Cincinnati,Cincinnati,OH,Ohio,39061,Hamilton
Kansas City,Kansas City,MO,Missouri,29095,Jackson
Manhattan,Manhattan,NY,New York,36061,New York
Indianapolis,Indianapolis,IN,Indiana,18097,Marion
Columbus,Columbus,OH,Ohio,39049,Franklin
Charlotte,Charlotte,NC,North Carolina,37119,Mecklenburg
Virginia Beach,Virginia Beach,VA,Virginia,51810,Virginia Beach
Bronx,Bronx,NY,New York,36005,Bronx
Milwaukee,Milwaukee,WI,Wisconsin,55079,Milwaukee
Providence,Providence,RI,Rhode Island,44007,Providence
Jacksonville,Jacksonville,FL,Florida,12031,Duval
Salt Lake City,Salt Lake City,UT,Utah,49035,Salt Lake
Nashville,Nashville,TN,Tennessee,47037,Davidson
Richmond,Richmond,VA,Virginia,51760,Richmond
Memphis,Memphis,TN,Tennessee,47157,Shelby
Raleigh,Raleigh,NC,North Carolina,37183,Wake
New Orleans,New Orleans,LA,Louisiana,22071,Orleans
Louisville,Louisville,KY,Kentucky,21111,Jefferson
Oklahoma City,Oklahoma City,OK,Oklahoma,40109,Oklahoma
Bridgeport,Bridgeport,CT,Connecticut,9001,Fairfield
Buffalo,Buffalo,NY,New York,36029,Erie
Fort Worth,Fort Worth,TX,Texas,48439,Tarrant
Hartford,Hartford,CT,Connecticut,9003,Hartford
Tucson,Tucson,AZ,Arizona,4019,Pima
Omaha,Omaha,NE,Nebraska,31055,Douglas
El Paso,El Paso,TX,Texas,48141,El Paso
Honolulu,Honolulu,HI,Hawaii,15003,Honolulu
McAllen,McAllen,TX,Texas,48215,Hidalgo
Albuquerque,Albuquerque,NM,New Mexico,35001,Bernalillo
Birmingham,Birmingham,AL,Alabama,1073,Jefferson
Sarasota,Sarasota,FL,Florida,12115,Sarasota
Dayton,Dayton,OH,Ohio,39113,Montgomery
Rochester,Rochester,NY,New York,36055,Monroe
Fresno,Fresno,CA,California,6019,Fresno
Allentown,Allentown,PA,Pennsylvania,42077,Lehigh
Tulsa,Tulsa,OK,Oklahoma,40143,Tulsa
Cape Coral,Cape Coral,FL,Florida,12071,Lee
Concord,Concord,CA,California,6013,Contra Costa
Colorado Springs,Colorado Springs,CO,Colorado,8041,El Paso
Charleston,Charleston,SC,South Carolina,45019,Charleston
Springfield,Springfield,MA,Massachusetts,25013,Hampden
Grand Rapids,Grand Rapids,MI,Michigan,26081,Kent
Mission Viejo,Mission Viejo,CA,California,6059,Orange
Albany,Albany,NY,New York,36001,Albany
Knoxville,Knoxville,TN,Tennessee,47093,Knox
Bakersfield,Bakersfield,CA,California,6029,Kern
Ogden,Ogden,UT,Utah,49057,Weber
Baton Rouge,Baton Rouge,LA,Louisiana,22033,East Baton Rouge
Akron,Akron,OH,Ohio,39153,Summit
New Haven,New Haven,CT,Connecticut,9009,New Haven
Columbia,Columbia,SC,South Carolina,45079,Richland
Mesa,Mesa,AZ,Arizona,4013,Maricopa
Palm Bay,Palm Bay,FL,Florida,12009,Brevard
Provo,Provo,UT,Utah,49049,Utah
Worcester,Worcester,MA,Massachusetts,25027,Worcester
Murrieta,Murrieta,CA,California,6065,Riverside
Greenville,Greenville,SC,South Carolina,45045,Greenville
Wichita,Wichita,KS,Kansas,20173,Sedgwick
Toledo,Toledo,OH,Ohio,39095,Lucas
Staten Island,Staten Island,NY,New York,36085,Richmond
Des Moines,Des Moines,IA,Iowa,19153,Polk
Long Beach,Long Beach,CA,California,6037,Los Angeles
Port St. Lucie,Port St. Lucie,FL,Florida,12111,St. Lucie
Denton,Denton,TX,Texas,48121,Denton
Madison,Madison,WI,Wisconsin,55025,Dane
Reno,Reno,NV,Nevada,32031,Washoe
Harrisburg,Harrisburg,PA,Pennsylvania,42043,Dauphin
Little Rock,Little Rock,AR,Arkansas,5119,Pulaski
Oakland,Oakland,CA,California,6001,Alameda
Durham,Durham,NC,North Carolina,37063,Durham
Winston-Salem,Winston-Salem,NC,North Carolina,37067,Forsyth
Bonita Springs,Bonita Springs,FL,Florida,12071,Lee
Indio,Indio,CA,California,6065,Riverside
Palm Coast,Palm Coast,FL,Florida,12035,Flagler
Chattanooga,Chattanooga,TN,Tennessee,47065,Hamilton
Spokane,Spokane,WA,Washington,53063,Spokane
Syracuse,Syracuse,NY,New York,36067,Onondaga
Lancaster,Lancaster,PA,Pennsylvania,42071,Lancaster
Arlington,Arlington,TX,Texas,48439,Tarrant
Stockton,Stockton,CA,California,6077,San Joaquin
Poughkeepsie,Poughkeepsie,NY,New York,36027,Dutchess
Augusta,Augusta,GA,Georgia,13245,Richmond
Boise,Boise,ID,Idaho,16001,Ada
Oxnard,Oxnard,CA,California,6111,Ventura
Scranton,Scranton,PA,Pennsylvania,42069,Lackawanna
Modesto,Modesto,CA,California,6099,Stanislaus
Kissimmee,Kissimmee,FL,Florida,12097,Osceola
Aurora,Aurora,CO,Colorado,8001,Adams
Youngstown,Youngstown,OH,Ohio,39099,Mahoning
Fayetteville,Fayetteville,AR,Arkansas,5143,Washington
Anaheim,Anaheim,CA,California,6059,Orange
Pensacola,Pensacola,FL,Florida,12033,Escambia
Victorville,Victorville,CA,California,6071,San Bernardino
Lancaster,Lancaster,CA,California,6037,Los Angeles
Greensboro,Greensboro,NC,North Carolina,37081,Guilford
Corpus Christi,Corpus Christi,TX,Texas,48355,Nueces
Fort Wayne,Fort Wayne,IN,Indiana,18003,Allen
Santa Ana,Santa Ana,CA,California,6059,Orange
Flint,Flint,MI,Michigan,26049,Genesee
Fayetteville,Fayetteville,NC,North Carolina,37051,Cumberland
Jackson,Jackson,MS,Mississippi,28049,Hinds
Santa Rosa,Santa Rosa,CA,California,6097,Sonoma
Lansing,Lansing,MI,Michigan,26065,Ingham
San Juan,San Juan,PR,Puerto Rico,72127,San Juan
Lexington,Lexington,KY,Kentucky,21067,Fayette
Ann Arbor,Ann Arbor,MI,Michigan,26161,Washtenaw
Henderson,Henderson,NV,Nevada,32003,Clark
Huntsville,Huntsville,AL,Alabama,1089,Madison
Mobile,Mobile,AL,Alabama,1097,Mobile
Fort Collins,Fort Collins,CO,Colorado,8069,Larimer
Asheville,Asheville,NC,North Carolina,37021,Buncombe
Santa Clarita,Santa Clarita,CA,California,6037,Los Angeles
St. Paul,St. Paul,MN,Minnesota,27123,Ramsey
Antioch,Antioch,CA,California,6013,Contra Costa
Lakeland,Lakeland,FL,Florida,12105,Polk
Trenton,Trenton,NJ,New Jersey,34021,Mercer
Lincoln,Lincoln,NE,Nebraska,31109,Lancaster
Springfield,Springfield,MO,Missouri,29077,Greene
Anchorage,Anchorage,AK,Alaska,2020,Anchorage
Plano,Plano,TX,Texas,48085,Collin
Irvine,Irvine,CA,California,6059,Orange
Davenport,Davenport,IA,Iowa,19163,Scott
Rockford,Rockford,IL,Illinois,17201,Winnebago
Newark,Newark,NJ,New Jersey,34013,Essex
South Bend,South Bend,IN,Indiana,18141,St. Joseph
Shreveport,Shreveport,LA,Louisiana,22017,Caddo
Round Lake Beach,Round Lake Beach,IL,Illinois,17097,Lake
Savannah,Savannah,GA,Georgia,13051,Chatham
Myrtle Beach,Myrtle Beach,SC,South Carolina,45051,Horry
Chula Vista,Chula Vista,CA,California,6073,San Diego
Eugene,Eugene,OR,Oregon,41039,Lane
Canton,Canton,OH,Ohio,39151,Stark
Lubbock,Lubbock,TX,Texas,48303,Lubbock
Reading,Reading,PA,Pennsylvania,42011,Berks
Winter Haven,Winter Haven,FL,Florida,12105,Polk
Salem,Salem,OR,Oregon,41047,Marion
St. Petersburg,St. Petersburg,FL,Florida,12103,Pinellas
Lafayette,Lafayette,LA,Louisiana,22055,Lafayette
Laredo,Laredo,TX,Texas,48479,Webb
Jersey City,Jersey City,NJ,New Jersey,34017,Hudson
Concord,Concord,NC,North Carolina,37025,Cabarrus
Columbus,Columbus,GA,Georgia,13215,Muscogee
Chandler,Chandler,AZ,Arizona,4013,Maricopa
McKinney,McKinney,TX,Texas,48085,Collin
Scottsdale,Scottsdale,AZ,Arizona,4013,Maricopa
Killeen,Killeen,TX,Texas,48027,Bell
Tallahassee,Tallahassee,FL,Florida,12073,Leon
Peoria,Peoria,IL,Illinois,17143,Peoria
Wilmington,Wilmington,NC,North Carolina,37129,New Hanover
Montgomery,Montgomery,AL,Alabama,1101,Montgomery
Gilbert,Gilbert,AZ,Arizona,4013,Maricopa
Glendale,Glendale,AZ,Arizona,4013,Maricopa
North Las Vegas,North Las Vegas,NV,Nevada,32003,Clark
Chesapeake,Chesapeake,VA,Virginia,51550,Chesapeake
Barnstable,Barnstable,MA,Massachusetts,25001,Barnstable
Norfolk,Norfolk,VA,Virginia,51710,Norfolk
Fremont,Fremont,CA,California,6001,Alameda
Kennewick,Kennewick,WA,Washington,53005,Benton
Garland,Garland,TX,Texas,48113,Dallas
Irving,Irving,TX,Texas,48113,Dallas
Visalia,Visalia,CA,California,6107,Tulare
Atlantic City,Atlantic City,NJ,New Jersey,34001,Atlantic
Paradise,Paradise,NV,Nevada,32003,Clark
Nashua,Nashua,NH,New Hampshire,33011,Hillsborough
Arlington,Arlington,VA,Virginia,51013,Arlington
Hialeah,Hialeah,FL,Florida,12086,Miami-Dade
York,York,PA,Pennsylvania,42133,York
Evansville,Evansville,IN,Indiana,18163,Vanderburgh
Avondale,Avondale,AZ,Arizona,4013,Maricopa
Brownsville,Brownsville,TX,Texas,48061,Cameron
Gulfport,Gulfport,MS,Mississippi,28047,Harrison
Appleton,Appleton,WI,Wisconsin,55087,Outagamie
Bremerton,Bremerton,WA,Washington,53035,Kitsap
Hickory,Hickory,NC,North Carolina,37035,Catawba
Tacoma,Tacoma,WA,Washington,53053,Pierce
San Bernardino,San Bernardino,CA,California,6071,San Bernardino
College Station,College Station,TX,Texas,48041,Brazos
Kalamazoo,Kalamazoo,MI,Michigan,26077,Kalamazoo
Thousand Oaks,Thousand Oaks,CA,California,6111,Ventura
Roanoke,Roanoke,VA,Virginia,51770,Roanoke
Fontana,Fontana,CA,California,6071,San Bernardino
Moreno Valley,Moreno Valley,CA,California,6065,Riverside
North Port,North Port,FL,Florida,12115,Sarasota
Fargo,Fargo,ND,North Dakota,38017,Cass
Green Bay,Green Bay,WI,Wisconsin,55009,Brown
Spring Valley,Spring Valley,NV,Nevada,32003,Clark
Amarillo,Amarillo,TX,Texas,48375,Potter
Portland,Portland,ME,Maine,23005,Cumberland
Santa Barbara,Santa Barbara,CA,California,6083,Santa Barbara
Gainesville,Gainesville,FL,Florida,12001,Alachua
Olympia,Olympia,WA,Washington,53067,Thurston
Frisco,Frisco,TX,Texas,48085,Collin
Yonkers,Yonkers,NY,New York,36119,Westchester
Norwich,Norwich,CT,Connecticut,9011,New London
Glendale,Glendale,CA,California,6037,Los Angeles
Huntington Beach,Huntington Beach,CA,California,6059,Orange
Deltona,Deltona,FL,Florida,12127,Volusia
Aurora,Aurora,IL,Illinois,17089,Kane
Tempe,Tempe,AZ,Arizona,4013,Maricopa
Overland Park,Overland Park,KS,Kansas,20091,Johnson
Grand Prairie,Grand Prairie,TX,Texas,48113,Dallas
Sunrise Manor,Sunrise Manor,NV,Nevada,32003,Clark
Waco,Waco,TX,Texas,48309,McLennan
Salinas,Salinas,CA,California,6053,Monterey
Waterbury,Waterbury,CT,Connecticut,9009,New Haven
Clarksville,Clarksville,TN,Tennessee,47125,Montgomery
Cedar Rapids,Cedar Rapids,IA,Iowa,19113,Linn
Sioux Falls,Sioux Falls,SD,South Dakota,46099,Minnehaha
Huntington,Huntington,WV,West Virginia,54011,Cabell
Ontario,Ontario,CA,California,6071,San Bernardino
Hagerstown,Hagerstown,MD,Maryland,24043,Washington
Erie,Erie,PA,Pennsylvania,42049,Erie
Vancouver,Vancouver,WA,Washington,53011,Clark
Nampa,Nampa,ID,Idaho,16027,Canyon
Spartanburg,Spartanburg,SC,South Carolina,45083,Spartanburg
Gastonia,Gastonia,NC,North Carolina,37071,Gaston
Fort Lauderdale,Fort Lauderdale,FL,Florida,12011,Broward
Lorain,Lorain,OH,Ohio,39093,Lorain
Murfreesboro,Murfreesboro,TN,Tennessee,47149,Rutherford
High Point,High Point,NC,North Carolina,37081,Guilford
Newport News,Newport News,VA,Virginia,51700,Newport News
Rancho Cucamonga,Rancho Cucamonga,CA,California,6071,San Bernardino
Hemet,Hemet,CA,California,6065,Riverside
Santa Cruz,Santa Cruz,CA,California,6087,Santa Cruz
Danbury,Danbury,CT,Connecticut,9001,Fairfield
Peoria,Peoria,AZ,Arizona,4013,Maricopa
Oceanside,Oceanside,CA,California,6073,San Diego
Elk Grove,Elk Grove,CA,California,6067,Sacramento
Pembroke Pines,Pembroke Pines,FL,Florida,12011,Broward
Vallejo,Vallejo,CA,California,6095,Solano
Garden Grove,Garden Grove,CA,California,6059,Orange
Enterprise,Enterprise,NV,Nevada,32003,Clark
Medford,Medford,OR,Oregon,41029,Jackson
Cary,Cary,NC,North Carolina,37183,Wake
Marysville,Marysville,WA,Washington,53061,Snohomish
Corona,Corona,CA,California,6065,Riverside
Ocala,Ocala,FL,Florida,12083,Marion
Fredericksburg,Fredericksburg,VA,Virginia,51630,Fredericksburg
Gainesville,Gainesville,GA,Georgia,13139,Hall
Manchester,Manchester,NH,New Hampshire,33011,Hillsborough
Bayamón,Bayamon,PR,Puerto Rico,72021,Bayamón
Champaign,Champaign,IL,Illinois,17019,Champaign
Alexandria,Alexandria,VA,Virginia,51510,Alexandria
Hayward,Hayward,CA,California,6001,Alameda
Springfield,Springfield,IL,Illinois,17167,Sangamon
Lakewood,Lakewood,CO,Colorado,8059,Jefferson
Lafayette,Lafayette,IN,Indiana,18157,Tippecanoe
Frederick,Frederick,MD,Maryland,24021,Frederick
Lake Charles,Lake Charles,LA,Louisiana,22019,Calcasieu
Odessa,Odessa,TX,Texas,48135,Ector
Tuscaloosa,Tuscaloosa,AL,Alabama,1125,Tuscaloosa
Warner Robins,Warner Robins,GA,Georgia,13153,Houston
Palmdale,Palmdale,CA,California,6037,Los Angeles
Hollywood,Hollywood,FL,Florida,12011,Broward
Midland,Midland,TX,Texas,48329,Midland
Leesburg,Leesburg,FL,Florida,12069,Lake
Port Arthur,Port Arthur,TX,Texas,48245,Jefferson
Muskegon,Muskegon,MI,Michigan,26121,Muskegon
Macon,Macon,GA,Georgia,13021,Bibb
Kansas City,Kansas City,KS,Kansas,20209,Wyandotte
Sunnyvale,Sunnyvale,CA,California,6085,Santa Clara
Pomona,Pomona,CA,California,6037,Los Angeles
Escondido,Escondido,CA,California,6073,San Diego
Pasadena,Pasadena,TX,Texas,48201,Harris
New Bedford,New Bedford,MA,Massachusetts,25005,Bristol
Fairfield,Fairfield,CA,California,6095,Solano
Naperville,Naperville,IL,Illinois,17043,DuPage
Bellevue,Bellevue,WA,Washington,53033,King
Binghamton,Binghamton,NY,New York,36007,Broome
Elkhart,Elkhart,IN,Indiana,18039,Elkhart
Topeka,Topeka,KS,Kansas,20177,Shawnee
Joliet,Joliet,IL,Illinois,17197,Will
Beaumont,Beaumont,TX,Texas,48245,Jefferson
Paterson,Paterson,NJ,New Jersey,34031,Passaic
Merced,Merced,CA,California,6047,Merced
Pueblo,Pueblo,CO,Colorado,8101,Pueblo
Tyler,Tyler,TX,Texas,48423,Smith
Torrance,Torrance,CA,California,6037,Los Angeles
Yuma,Yuma,AZ,Arizona,4027,Yuma
Metairie,Metairie,LA,Louisiana,22051,Jefferson
Surprise,Surprise,AZ,Arizona,4013,Maricopa
Columbia,Columbia,MO,Missouri,29019,Boone
Athens,Athens,GA,Georgia,13059,Clarke
Roseville,Roseville,CA,California,6061,Placer
Thornton,Thornton,CO,Colorado,8001,Adams
Miramar,Miramar,FL,Florida,12011,Broward
Pasadena,Pasadena,CA,California,6037,Los Angeles
Mesquite,Mesquite,TX,Texas,48113,Dallas
Olathe,Olathe,KS,Kansas,20091,Johnson
Santa Maria,Santa Maria,CA,California,6083,Santa Barbara
Houma,Houma,LA,Louisiana,22109,Terrebonne
Carrollton,Carrollton,TX,Texas,48113,Dallas
Grand Junction,Grand Junction,CO,Colorado,8077,Mesa
Charleston,Charleston,WV,West Virginia,54039,Kanawha
Orange,Orange,CA,California,6059,Orange
Fullerton,Fullerton,CA,California,6059,Orange
Greeley,Greeley,CO,Colorado,8123,Weld
Carolina,Carolina,PR,Puerto Rico,72031,Carolina
Las Cruces,Las Cruces,NM,New Mexico,35013,Doña Ana
Panama City,Panama City,FL,Florida,12005,Bay
Harlingen,Harlingen,TX,Texas,48061,Cameron
West Valley City,West Valley City,UT,Utah,49035,Salt Lake
Hampton,Hampton,VA,Virginia,51650,Hampton
Warren,Warren,MI,Michigan,26099,Macomb
Mauldin,Mauldin,SC,South Carolina,45045,Greenville
Bloomington,Bloomington,IL,Illinois,17113,McLean
Coral Springs,Coral Springs,FL,Florida,12011,Broward
Round Rock,Round Rock,TX,Texas,48491,Williamson
Yakima,Yakima,WA,Washington,53077,Yakima
Sterling Heights,Sterling Heights,MI,Michigan,26099,Macomb
Kent,Kent,WA,Washington,53033,King
Burlington,Burlington,NC,North Carolina,37001,Alamance
Bellingham,Bellingham,WA,Washington,53073,Whatcom
Santa Clara,Santa Clara,CA,California,6085,Santa Clara
Racine,Racine,WI,Wisconsin,55101,Racine
Greenville,Greenville,NC,North Carolina,37147,Pitt
Stamford,Stamford,CT,Connecticut,9001,Fairfield
Elizabeth,Elizabeth,NJ,New Jersey,34039,Union
Johnson City,Johnson City,TN,Tennessee,47179,Washington
Lynchburg,Lynchburg,VA,Virginia,51680,Lynchburg
Simi Valley,Simi Valley,CA,California,6111,Ventura
Fort Smith,Fort Smith,AR,Arkansas,5131,Sebastian
Kenosha,Kenosha,WI,Wisconsin,55059,Kenosha
Norman,Norman,OK,Oklahoma,40027,Cleveland
South Lyon,South Lyon,MI,Michigan,26125,Oakland
Boulder,Boulder,CO,Colorado,8013,Boulder
Abilene,Abilene,TX,Texas,48441,Taylor
Lehigh Acres,Lehigh Acres,FL,Florida,12071,Lee
Pearland,Pearland,TX,Texas,48039,Brazoria
Berkeley,Berkeley,CA,California,6001,Alameda
Richardson,Richardson,TX,Texas,48113,Dallas
Redding,Redding,CA,California,6089,Shasta
Arvada,Arvada,CO,Colorado,8059,Jefferson
East Los Angeles,East Los Angeles,CA,California,6037,Los Angeles
St. George,St. George,UT,Utah,49053,Washington
Billings,Billings,MT,Montana,30111,Yellowstone
Yuba City,Yuba City,CA,California,6101,Sutter
Rochester,Rochester,MN,Minnesota,27109,Olmsted
Leominster,Leominster,MA,Massachusetts,25027,Worcester
Kingsport,Kingsport,TN,Tennessee,47163,Sullivan
Duluth,Duluth,MN,Minnesota,27137,St. Louis
Rock Hill,Rock Hill,SC,South Carolina,45091,York
Gilroy,Gilroy,CA,California,6085,Santa Clara
Cambridge,Cambridge,MA,Massachusetts,25017,Middlesex
Sugar Land,Sugar Land,TX,Texas,48157,Fort Bend
Texas City,Texas City,TX,Texas,48167,Galveston
Iowa City,Iowa City,IA,Iowa,19103,Johnson
Saginaw,Saginaw,MI,Michigan,26145,Saginaw
Chico,Chico,CA,California,6007,Butte
Dover,Dover,DE,Delaware,10001,Kent
Clearwater,Clearwater,FL,Florida,12103,Pinellas
Coeur d'Alene,Coeur d'Alene,ID,Idaho,16055,Kootenai
Seaside,Seaside,CA,California,6053,Monterey
Independence,Independence,MO,Missouri,29095,Jackson
West Jordan,West Jordan,UT,Utah,49035,Salt Lake
Brandon,Brandon,FL,Florida,12057,Hillsborough
Bloomington,Bloomington,IN,Indiana,18105,Monroe
El Monte,El Monte,CA,California,6037,Los Angeles
North Charleston,North Charleston,SC,South Carolina,45019,Charleston
Carlsbad,Carlsbad,CA,California,6073,San Diego
St. Cloud,St. Cloud,MN,Minnesota,27145,Stearns
Temecula,Temecula,CA,California,6065,Riverside
Clovis,Clovis,CA,California,6019,Fresno
Meridian,Meridian,ID,Idaho,16001,Ada
The Woodlands,The Woodlands,TX,Texas,48339,Montgomery
Ponce,Ponce,PR,Puerto Rico,72113,Ponce
Westminster,Westminster,CO,Colorado,8001,Adams
Costa Mesa,Costa Mesa,CA,California,6059,Orange
Monroe,Monroe,LA,Louisiana,22073,Ouachita
Utica,Utica,NY,New York,36065,Oneida
Pompano Beach,Pompano Beach,FL,Florida,12011,Broward
West Palm Beach,West Palm Beach,FL,Florida,12099,Palm Beach
Waterloo,Waterloo,IA,Iowa,19013,Black Hawk
Everett,Everett,WA,Washington,53061,Snohomish
El Centro,El Centro,CA,California,6025,Imperial
Santa Fe,Santa Fe,NM,New Mexico,35049,Santa Fe
Downey,Downey,CA,California,6037,Los Angeles
Spring Hill,Spring Hill,FL,Florida,12053,Hernando
Lowell,Lowell,MA,Massachusetts,25017,Middlesex
Centennial,Centennial,CO,Colorado,8005,Arapahoe
Elgin,Elgin,IL,Illinois,17089,Kane
Richmond,Richmond,CA,California,6013,Contra Costa
Broken Arrow,Broken Arrow,OK,Oklahoma,40143,Tulsa
Miami Gardens,Miami Gardens,FL,Florida,12086,Miami-Dade
Bend,Bend,OR,Oregon,41017,Deschutes
Burlington,Burlington,VT,Vermont,50007,Chittenden
Jurupa Valley,Jurupa Valley,CA,California,6065,Riverside
Sandy Springs,Sandy Springs,GA,Georgia,13121,Fulton
Gresham,Gresham,OR,Oregon,41051,Multnomah
Lewisville,Lewisville,TX,Texas,48121,Denton
Hillsboro,Hillsboro,OR,Oregon,41067,Washington
San Buenaventura,San Buenaventura,CA,California,6111,Ventura
Jacksonville,Jacksonville,NC,North Carolina,37133,Onslow
Pottstown,Pottstown,PA,Pennsylvania,42091,Montgomery
Inglewood,Inglewood,CA,California,6037,Los Angeles
League City,League City,TX,Texas,48167,Galveston
Eau Claire,Eau Claire,WI,Wisconsin,55035,Eau Claire
Turlock,Turlock,CA,California,6099,Stanislaus
Temple,Temple,TX,Texas,48027,Bell
Sioux City,Sioux City,IA,Iowa,19193,Woodbury
Salisbury,Salisbury,MD,Maryland,24045,Wicomico
Davie,Davie,FL,Florida,12011,Broward
Daly City,Daly City,CA,California,6081,San Mateo
Highlands Ranch,Highlands Ranch,CO,Colorado,8035,Douglas
Allen,Allen,TX,Texas,48085,Collin
West Covina,West Covina,CA,California,6037,Los Angeles
Sparks,Sparks,NV,Nevada,32031,Washoe
Wichita Falls,Wichita Falls,TX,Texas,48485,Wichita
San Mateo,San Mateo,CA,California,6081,San Mateo
Columbia,Columbia,MD,Maryland,24027,Howard
Norwalk,Norwalk,CA,California,6037,Los Angeles
Rialto,Rialto,CA,California,6071,San Bernardino
Manteca,Manteca,CA,California,6077,San Joaquin
Arden-Arcade,Arden-Arcade,CA,California,6067,Sacramento
El Cajon,El Cajon,CA,California,6073,San Diego
Burbank,Burbank,CA,California,6037,Los Angeles
Longmont,Longmont,CO,Colorado,8013,Boulder
Renton,Renton,WA,Washington,53033,King
Vista,Vista,CA,California,6073,San Diego
Logan,Logan,UT,Utah,49005,Cache
Prescott Valley,Prescott Valley,AZ,Arizona,4025,Yavapai
Vacaville,Vacaville,CA,California,6095,Solano
Edinburg,Edinburg,TX,Texas,48215,Hidalgo
Carmel,Carmel,IN,Indiana,18057,Hamilton
Spokane Valley,Spokane Valley,WA,Washington,53063,Spokane
San Angelo,San Angelo,TX,Texas,48451,Tom Green
La Crosse,La Crosse,WI,Wisconsin,55063,La Crosse
Idaho Falls,Idaho Falls,ID,Idaho,16019,Bonneville
Holland,Holland,MI,Michigan,26139,Ottawa
Charlottesville,Charlottesville,VA,Virginia,51540,Charlottesville
Longview,Longview,TX,Texas,48183,Gregg
Tracy,Tracy,CA,California,6077,San Joaquin
Boca Raton,Boca Raton,FL,Florida,12099,Palm Beach
Lafayette,Lafayette,CO,Colorado,8013,Boulder
Lee's Summit,Lee's Summit,MO,Missouri,29095,Jackson
Rio Rancho,Rio Rancho,NM,New Mexico,35043,Sandoval
South Fulton,South Fulton,GA,Georgia,13121,Fulton
Beaverton,Beaverton,OR,Oregon,41067,Washington
Lawrence,Lawrence,KS,Kansas,20045,Douglas
Bismarck,Bismarck,ND,North Dakota,38015,Burleigh
Orem,Orem,UT,Utah,49049,Utah
Middletown,Middletown,OH,Ohio,39017,Butler
San Tan Valley,San Tan Valley,AZ,Arizona,4021,Pinal
San Marcos,San Marcos,CA,California,6073,San Diego
Sandy,Sandy,UT,Utah,49035,Salt Lake
Federal Way,Federal Way,WA,Washington,53033,King
Mandeville,Mandeville,LA,Louisiana,22103,St. Tammany
Hesperia,Hesperia,CA,California,6071,San Bernardino
Brockton,Brockton,MA,Massachusetts,25023,Plymouth
Compton,Compton,CA,California,6037,Los Angeles
Riverview,Riverview,FL,Florida,12057,Hillsborough
Fishers,Fishers,IN,Indiana,18057,Hamilton
Sunrise,Sunrise,FL,Florida,12011,Broward
Bowling Green,Bowling Green,KY,Kentucky,21227,Warren
Roswell,Roswell,GA,Georgia,13121,Fulton
Menifee,Menifee,CA,California,6065,Riverside
Plantation,Plantation,FL,Florida,12011,Broward
Dover,Dover,NH,New Hampshire,33017,Strafford
Quincy,Quincy,MA,Massachusetts,25021,Norfolk
Portsmouth,Portsmouth,VA,Virginia,51740,Portsmouth
Chino,Chino,CA,California,6071,San Bernardino
Lynn,Lynn,MA,Massachusetts,25009,Essex
Edmond,Edmond,OK,Oklahoma,40109,Oklahoma
Hanford,Hanford,CA,California,6031,Kings
Dearborn,Dearborn,MI,Michigan,26163,Wayne
Livonia,Livonia,MI,Michigan,26163,Wayne
South Gate,South Gate,CA,California,6037,Los Angeles
Vineland,Vineland,NJ,New Jersey,34011,Cumberland
Florence,Florence,SC,South Carolina,45041,Florence
Portsmouth,Portsmouth,NH,New Hampshire,33015,Rockingham
Slidell,Slidell,LA,Louisiana,22103,St. Tammany
Lawton,Lawton,OK,Oklahoma,40031,Comanche
Kirkland,Kirkland,WA,Washington,53033,King
Missoula,Missoula,MT,Montana,30063,Missoula
Auburn,Auburn,AL,Alabama,1081,Lee
Rapid City,Rapid City,SD,South Dakota,46103,Pennington
Terre Haute,Terre Haute,IN,Indiana,18167,Vigo
Suffolk,Suffolk,VA,Virginia,51800,Suffolk
